       Step     Time          Energy          fmax
LBFGS:   17 14:54:47    -3225.391475        0.027413
       Step     Time          Energy          fmax
LBFGS:    0 14:54:58    -3216.073505        3.757606
LBFGS:    1 14:54:58    -3216.359997        1.690274
LBFGS:    2 14:54:58    -3216.520848        0.844556
LBFGS:    3 14:54:58    -3216.553867        0.597696
LBFGS:    4 14:54:58    -3216.573092        0.359441
LBFGS:    5 14:54:58    -3216.576811        0.289232
LBFGS:    6 14:54:58    -3216.583463        0.154908
LBFGS:    7 14:54:58    -3216.584659        0.096482
LBFGS:    8 14:54:58    -3216.585261        0.061479
LBFGS:    9 14:54:58    -3216.585603        0.071145
LBFGS:   10 14:54:58    -3216.586012        0.061560
LBFGS:   11 14:54:58    -3216.586177        0.030893
       Step     Time          Energy          fmax
LBFGS:    0 15:10:47     -273.401036        1.705310
LBFGS:    1 15:10:47     -273.481337        1.188041
LBFGS:    2 15:10:47     -273.562402        0.499471
LBFGS:    3 15:10:47     -273.582645        0.507905
LBFGS:    4 15:10:47     -273.605962        0.397405
LBFGS:    5 15:10:47     -273.617211        0.340216
LBFGS:    6 15:10:47     -273.633436        0.399919
LBFGS:    7 15:10:47     -273.650962        0.413790
LBFGS:    8 15:10:47     -273.667499        0.341379
LBFGS:    9 15:10:47     -273.678044        0.303183
LBFGS:   10 15:10:47     -273.688984        0.250526
LBFGS:   11 15:10:47     -273.697817        0.259600
LBFGS:   12 15:10:47     -273.703550        0.179691
LBFGS:   13 15:10:47     -273.707264        0.161384
LBFGS:   14 15:10:47     -273.709496        0.145200
LBFGS:   15 15:10:47     -273.710741        0.096378
LBFGS:   16 15:10:47     -273.711401        0.080494
LBFGS:   17 15:10:47     -273.711756        0.053623
LBFGS:   18 15:10:47     -273.711947        0.029533
       Step     Time          Energy          fmax
LBFGS:    0 15:14:02     -273.401036        1.705310
LBFGS:    1 15:14:02     -273.481337        1.188041
LBFGS:    2 15:14:02     -273.562402        0.499471
LBFGS:    3 15:14:02     -273.582645        0.507905
LBFGS:    4 15:14:02     -273.605962        0.397405
LBFGS:    5 15:14:02     -273.617211        0.340216
LBFGS:    6 15:14:02     -273.633436        0.399919
LBFGS:    7 15:14:02     -273.650962        0.413790
LBFGS:    8 15:14:02     -273.667499        0.341379
LBFGS:    9 15:14:02     -273.678044        0.303183
LBFGS:   10 15:14:02     -273.688984        0.250526
LBFGS:   11 15:14:02     -273.697817        0.259600
LBFGS:   12 15:14:02     -273.703550        0.179691
LBFGS:   13 15:14:02     -273.707264        0.161384
LBFGS:   14 15:14:02     -273.709496        0.145200
LBFGS:   15 15:14:02     -273.710741        0.096378
LBFGS:   16 15:14:02     -273.711401        0.080494
LBFGS:   17 15:14:02     -273.711756        0.053623
LBFGS:   18 15:14:02     -273.711947        0.029533
       Step     Time          Energy          fmax
LBFGS:    0 15:14:21     -273.401036        1.705310
LBFGS:    1 15:14:21     -273.481337        1.188041
LBFGS:    2 15:14:21     -273.562402        0.499471
LBFGS:    3 15:14:21     -273.582645        0.507905
LBFGS:    4 15:14:21     -273.605962        0.397405
LBFGS:    5 15:14:21     -273.617211        0.340216
LBFGS:    6 15:14:21     -273.633436        0.399919
LBFGS:    7 15:14:21     -273.650962        0.413790
LBFGS:    8 15:14:21     -273.667499        0.341379
LBFGS:    9 15:14:21     -273.678044        0.303183
LBFGS:   10 15:14:21     -273.688984        0.250526
LBFGS:   11 15:14:21     -273.697817        0.259600
LBFGS:   12 15:14:21     -273.703550        0.179691
LBFGS:   13 15:14:21     -273.707264        0.161384
LBFGS:   14 15:14:21     -273.709496        0.145200
LBFGS:   15 15:14:21     -273.710741        0.096378
LBFGS:   16 15:14:21     -273.711401        0.080494
LBFGS:   17 15:14:21     -273.711756        0.053623
LBFGS:   18 15:14:21     -273.711947        0.029533
       Step     Time          Energy          fmax
LBFGS:    0 15:14:30     -273.401036        1.705310
LBFGS:    1 15:14:30     -273.481337        1.188041
LBFGS:    2 15:14:30     -273.562402        0.499471
LBFGS:    3 15:14:30     -273.582645        0.507905
LBFGS:    4 15:14:30     -273.605962        0.397405
LBFGS:    5 15:14:30     -273.617211        0.340216
LBFGS:    6 15:14:30     -273.633436        0.399919
LBFGS:    7 15:14:30     -273.650962        0.413790
LBFGS:    8 15:14:30     -273.667499        0.341379
LBFGS:    9 15:14:30     -273.678044        0.303183
LBFGS:   10 15:14:30     -273.688984        0.250526
LBFGS:   11 15:14:30     -273.697817        0.259600
LBFGS:   12 15:14:30     -273.703550        0.179691
LBFGS:   13 15:14:30     -273.707264        0.161384
LBFGS:   14 15:14:30     -273.709496        0.145200
LBFGS:   15 15:14:30     -273.710741        0.096378
LBFGS:   16 15:14:30     -273.711401        0.080494
LBFGS:   17 15:14:30     -273.711756        0.053623
LBFGS:   18 15:14:30     -273.711947        0.029533
       Step     Time          Energy          fmax
LBFGS:    0 15:14:37     -273.401036        1.705310
LBFGS:    1 15:14:37     -273.481337        1.188041
LBFGS:    2 15:14:37     -273.562402        0.499471
LBFGS:    3 15:14:37     -273.582645        0.507905
LBFGS:    4 15:14:37     -273.605962        0.397405
LBFGS:    5 15:14:37     -273.617211        0.340216
LBFGS:    6 15:14:37     -273.633436        0.399919
LBFGS:    7 15:14:37     -273.650962        0.413790
LBFGS:    8 15:14:37     -273.667499        0.341379
LBFGS:    9 15:14:37     -273.678044        0.303183
LBFGS:   10 15:14:37     -273.688984        0.250526
LBFGS:   11 15:14:37     -273.697817        0.259600
LBFGS:   12 15:14:37     -273.703550        0.179691
LBFGS:   13 15:14:37     -273.707264        0.161384
LBFGS:   14 15:14:37     -273.709496        0.145200
LBFGS:   15 15:14:37     -273.710741        0.096378
LBFGS:   16 15:14:37     -273.711401        0.080494
LBFGS:   17 15:14:37     -273.711756        0.053623
LBFGS:   18 15:14:37     -273.711947        0.029533
       Step     Time          Energy          fmax
LBFGS:    0 15:44:44     -273.401036        1.705310
LBFGS:    1 15:44:44     -273.481337        1.188041
LBFGS:    2 15:44:44     -273.562402        0.499471
LBFGS:    3 15:44:44     -273.582645        0.507905
LBFGS:    4 15:44:44     -273.605962        0.397405
LBFGS:    5 15:44:44     -273.617211        0.340216
LBFGS:    6 15:44:44     -273.633436        0.399919
LBFGS:    7 15:44:44     -273.650962        0.413790
LBFGS:    8 15:44:44     -273.667499        0.341379
LBFGS:    9 15:44:44     -273.678044        0.303183
LBFGS:   10 15:44:44     -273.688984        0.250526
LBFGS:   11 15:44:44     -273.697817        0.259600
LBFGS:   12 15:44:44     -273.703550        0.179691
LBFGS:   13 15:44:44     -273.707264        0.161384
LBFGS:   14 15:44:44     -273.709496        0.145200
LBFGS:   15 15:44:44     -273.710741        0.096378
LBFGS:   16 15:44:44     -273.711401        0.080494
LBFGS:   17 15:44:44     -273.711756        0.053623
LBFGS:   18 15:44:44     -273.711947        0.029533
       Step     Time          Energy          fmax
LBFGS:    0 15:44:52     -273.401036        1.705310
LBFGS:    1 15:44:52     -273.481337        1.188041
LBFGS:    2 15:44:52     -273.562402        0.499471
LBFGS:    3 15:44:52     -273.582645        0.507905
LBFGS:    4 15:44:52     -273.605962        0.397405
LBFGS:    5 15:44:52     -273.617211        0.340216
LBFGS:    6 15:44:52     -273.633436        0.399919
LBFGS:    7 15:44:52     -273.650962        0.413790
LBFGS:    8 15:44:52     -273.667499        0.341379
LBFGS:    9 15:44:52     -273.678044        0.303183
LBFGS:   10 15:44:52     -273.688984        0.250526
LBFGS:   11 15:44:52     -273.697817        0.259600
LBFGS:   12 15:44:52     -273.703550        0.179691
LBFGS:   13 15:44:52     -273.707264        0.161384
LBFGS:   14 15:44:52     -273.709496        0.145200
LBFGS:   15 15:44:52     -273.710741        0.096378
LBFGS:   16 15:44:52     -273.711401        0.080494
LBFGS:   17 15:44:52     -273.711756        0.053623
LBFGS:   18 15:44:52     -273.711947        0.029533
       Step     Time          Energy          fmax
LBFGS:    0 16:22:10    -3222.253906        1.092651
LBFGS:    1 16:22:10    -3222.301025        0.559295
LBFGS:    2 16:22:10    -3222.347900        0.623536
LBFGS:    3 16:22:10    -3222.375488        0.482035
LBFGS:    4 16:22:10    -3222.399658        0.466577
LBFGS:    5 16:22:10    -3222.415283        0.346803
LBFGS:    6 16:22:11    -3222.432861        0.477341
LBFGS:    7 16:22:11    -3222.450195        0.397540
LBFGS:    8 16:22:11    -3222.465820        0.364094
LBFGS:    9 16:22:11    -3222.478760        0.297431
LBFGS:   10 16:22:11    -3222.488770        0.304663
LBFGS:   11 16:22:11    -3222.500000        0.407083
LBFGS:   12 16:22:11    -3222.511475        0.361798
LBFGS:   13 16:22:11    -3222.517334        0.187615
LBFGS:   14 16:22:11    -3222.520020        0.122223
LBFGS:   15 16:22:11    -3222.521729        0.103406
LBFGS:   16 16:22:11    -3222.522705        0.085446
LBFGS:   17 16:22:11    -3222.523438        0.063819
LBFGS:   18 16:22:11    -3222.523926        0.053478
LBFGS:   19 16:22:11    -3222.524170        0.041171
